htid	access	rights	ht_bib_key	description	source	source_bib_num	oclc_num	isbn	issn	lccn	title	imprint	rights_reason_code	rights_timestamp	us_gov_doc_flag	rights_date_used	pub_place	lang	bib_fmt	collection_code	content_provider_code	responsible_entity_code	digitization_agent_code	access_profile_code	author	catalog_url	handle_url	full_content
nyp.33433075861447	1	pd	8669062		NYP	b131895850	651755				Magnum bonum; or, Mother Carey's brood.  By Charlotte M. Yonge.	Macmillan and co., 1882.	bib	2021-01-20 16:49:27	0	1882	xx 	eng	BK	NYP	nypl	nypl	google	google	Yonge, Charlotte Mary, 1823-1901.	https://catalog.hathitrust.org/Record/8669062	https://hdl.handle.net/2027/nyp.33433075861447	"said Cecil, rather  OR, MOTHER CAREY'S BROOD. 331 sulkily; on which Jock rewarded him with something sounding like— ""What a donkey you can be!"" However, with many writhings and gruntings the letter was indited, and Jock was as much wearied out as if he had taken a long walk, so that his mother feared that Engelberg was going to disagree with him. He had not energy enough to go out in the evening of Saturday to meet the new arrivals, but stayed with Armine, who was in a state of restless joy and excitement, marvelling at him, and provoking him by this surprise as if it were censure. With his forehead against the window, Armine watched and did his utmost to repress the eagerness that seemed to irritate his brother, and at last gave vent to an irrepressible hurrah. ""There they are! Cecil has got his sister! Oh! and there she is! Babie—holding on to mother, and that must be Mrs. Evelyn with Fordham—and there's Elf making up already to the Doctor! Aren't you coming down, Jock?"" ""Not I! I don't want to see you make a fool of yourself before everybody !—I say—you'll have to come up stairs again, you know! Shut the door I say!""—shouted Jock, as he found Armine deaf to all his expostulations, and then getting up, he banged it himself, and then shuffling back to the sofa, put his hands over his face and exclaimed, ""There! What an eternal brute I am!"" A few moments more and the door was open again, and Cecil, with his arm round his sister, thrust her forwards, exclaiming— ""Here he is, Syd."" Jock had recovered his gentlemanly manners enough to shake hands courteously, as well as to receive and return Babie's kiss, when she and Armine staggered in together, reeling under their weight of delight. Janet kissed him too, and then, scanning both brothers, observed to her mother— ""I think Lucas is the more altered of the two.""  332 MAGNUM BONUM; In which sentiment Elvira seemed to agree, for she put her hands behind her and exclaimed— ""O Jock, you do look such a fright; I never knew how like Janet you were!"" ""You are letting every one know what a spiteful little Elf you can be,"" returned Janet, indignantly. ""Can't you give poor Jock a kinder greeting?"" Whereupon the Elf put on a cunning look of innocence and said— ""I Bidn't know it was unkind to say he was like you, Janet."" The Evelyn pair had gone—after this introduction of Jock and Sydney—to their own sitting-room, which opened out of that of the Brownlows, and the door was soon unclosed, for the two families meant to make up only one party. The two mothers seemed as if they had been friends of old standing, and Mrs. Evelyn was looking with delighted wonder at her eldest son, who had gained much in flesh and in vigour ever since Dr. Medlicott's last and most successful prescription of a"
nyp.33433075861769	1	pd	6155009		NYP	b131896003	1334204,218207654,8544647				Nuttie's father.	MacMillan, 1886.	bib	2021-01-20 16:41:33	0	1886	enk	eng	BK	NYP	nypl	nypl	google	google	Yonge, Charlotte M. 1823-1901.	https://catalog.hathitrust.org/Record/6155009	https://hdl.handle.net/2027/nyp.33433075861769	investigate, but this was going beyond moderation, and the explosion had been too public to be passed over. So he came home and sat by, while his wife and Mr. Bulfinch did the work for him, and made it evident to him that the frauds had been of long standing, and carried on with the connivance of the coachman, of Gregorio, who had before Mrs. Egremont's arrival acted as house steward, and of the former cook. Indeed, it was the housekeeper whom Mrs. Egremont  218 NUTTIE's FATHER. - [CHAP. had left in charge, whose refusal to connive had brought about the discovery. Gregorio's share in all was sufficiently evident, and Alice's heart leapt with hope. Her husband would be wholly her own if his evil genius were once departed, but Mr. Egremont would not see it. He had no objection to sacrifice the coachman and all his underlings, with the bailiff and his entire family, and felt none of the pity that Alice had for the pretty, silly, half-educated daughters; but as to the valet—Pooh pooh! the poor fellow had been out of the way all this time—whatever he had done had been in the dark, ages long ago, before Bridgefield knew its mistress; he was a foreigner, and that was enough to prevent him from forgathering with the English. It was all their English prejudice. ‘I can show you facts and figures, sir, said Mr. Bulfinch. ‘I daresay, a year or more old. Why, I was an unprotected carcase then—a mere prey—the fellow only did after his kind.” Alice held her tongue then, but made an effort in private. “Indeed, I don't think you know; I am afraid Gregorio is not altered. I found him out in his charges about the wine, and the servants' wages at Nice, only you wouldn't listen.’ “His little perquisites, my dear child ! Come, nonsense, these foreign fellows don't pretend to have the morals you ascribe to the native flunkey—generally without foundation either—they are much of a muchness as to that; but your Frenchman or Italian does it more neatly, and is a dozen times better servant than the other is.’ “But—’ ‘Oh, ay! I know you don't like him. But he  XX.] WOLF. 219 knows his manners to you, I hope 7' said Mr. Egremont, with a suddenness that made her wish she could truthfully say he did not. ‘Yes, he always is—is respectful, but somehow I see it is under protest.’ Mr. Egremont laughed. “Rivals—yes, I see; why, you don't consider the sore trial of having a full-grown mistress turned in upon him I Look here, you keep the keys already, but the new fellow at the farm and all the rest of them shall account to you for everything—Gregorio and all. Won't that satisfy you?' ‘'Tis not only the money, but I think Gregorio is a bad—not a good—man.’ ‘Ho, ho! she wants to advertise for a pious footman and coachman eh? No, I thank you, my dear
nyp.33433075873723	1	pd	8691109		NYP	b131879492	2677750			08037790	Golden-hair: a tale of the Pilgrim fathers. By Sir Lascelles Wraxall, bart.	J. E. Tilton & co., 1865.	bib	2013-04-04 19:26:11	0	1865	mau	eng	BK	NYP	nypl	nypl	google	google	Wraxall, Lascelles, Sir, 1828-1865.	https://catalog.hathitrust.org/Record/8691109	https://hdl.handle.net/2027/nyp.33433075873723	chiefs, the Little Fire-spitter, and the young squaw toward the south.” “Toward the south !” Willem cried, and added, after a little reflection, “then I am on the right  200 GOLDEN-HAIR. : track. Hihilah-dih knew nothing about it, that is certain. To the south, you say, sachem?” - “Yes,” Canonchet repeated. “Death and the duivel ! Where can he have taken them in that direction, except to Mount Wollaston 7 ° “To Mount Wollaston, where the band of that reprobate Morton dwells,” Williams remarked. “Your conjecture startles me, Willem.” “It startles myself, for Roaring Tom would be capable of surrendering them to the king's soldiers. The villain will do any thing for money. But if the two colonels have been taken to Mount Wollaston, the Wampanog has acted falsely to us, and, by heaven's he shall pay for it ! But listen: there is the bell ringing.” The sound of a bell could be distinctly heard from the settlement. Its booming sound seemed to summon to a serious business, and Williams confirmed this by saying, with eyes uplifted to heaven, – “Let us go, then, and may God render his justice visible !” “Certainly,” the old trapper muttered, “and may Thorkil keep his five senses together, for this is probably the most important day of his life.” In the centre of one of those pretty meadows called prairies by the settlers, which extended behind the houses of Providence to the gloomy virgin forest, stood a colossal oak, called the Pilgrims' Oak.  THE TRIAL. 201 A spring bubbling up in the shadow of its branches poured its copious stream through a clumsy tube into a basin of coarsely cut stones, and was called Williams's Spring, because the founder of the colony, when he first reached the spot, quenched his thirst there. This spot was regarded as sacred by the settlers. Here Williams assembled his companions for prayers on the first Sunday after their landing; here he gave the rising colony the name of Providence, and the law, which, to the present day, chiefly forms the constitution of Rhode Island. In all important matters the people assembled at Williams's Spring, under the Pilgrims' Oak. But the oak had never witnessed a more numerous assembly than on this day. In the shade of the tree stood a long table, on either side of which six men, settlers of Providence, were seated. The upper end of the table was occupied by the foreman, Samuel Endicott, a worthy old man, who was the most respected member of the colony, next to the patriarch. At the lower end of the table was a bar, with two chairs opposite each other, inside. The right-hand seat, or that of the accuser, was occupied by Thorkil Wikingson; the left hand, or that of the accused, by Theophilus Eaton. In front of the bar Various groups formed a semicircle. On the right hand side of this semicircle might be noticed De Lussan, Desdemona, Hih–lah-dih, about  202 GOLDEN-HAIR.
nyp.33433075899850	1	pd	8646083	v. 1-2	NYP	b125728852	35305489				Tales of a grandfather, second series; being stories taken from Scottish history ... By Sir Walter Scott ...	J. & B. Williams, 1842.	bib	2010-10-05 20:31:55	0	1842	nhu	eng	BK	NYP	nypl	nypl	google	google	Scott, Walter, Sir, 1771-1832.	https://catalog.hathitrust.org/Record/8646083	https://hdl.handle.net/2027/nyp.33433075899850	years; the most eventful period, perhaps, in British history. While this important revolution had been on the eve of taking place, Charles the Second's affairs seemed to be at a lower ebb than they had almost ever been before, A general insurrection of the Cavaliers had been defeated by Lambert a few months before, and the severe measures which followed had, for the time, totally suppressed the spirit, and almost crushed the party of the Royalists. It was in vain that Charles had made advances to Monk while in Scotland, both through the General's own brother, and by means of Sir John Grenville, one of his nearest and most valued relatives and friends. If Monk's mind was then made up concerning the part which he designed to per LONG PARLIAMENT. 327 form, he, at least, was determined to keep his purpose secret in his own bosom, and declined, therefore, though civilly, to hear any proposition on the part of the banished family. The accounts which the little exiled court received concerning Monk's advance into England were equally disconsolate. All intercourse with the Cavaliers had been carefully avoided by the cloudy and mysterious soldier, in whose hands Fortune seemed to place the fate of the British kingdoms. The general belief was, that Monk would renew, in his own person, the attempt in which Cromwell had succeeded and Lambert had failed, and again place a military commander at the head of the Government and it seemed confirmed by his harsh treatnient of the City. While Charles and his attendants were in this state of despondence, they were suddenly astonished by the arrival from England of a partizan, named Baillie, an Irish Royalist, who had travelled with extreme rapidity to bring the exiled Prince the news of Monk’s decided breach with the remnant of the Long Parliament, and the temper which had been displayed by the City of London when it became public %. listened to the messenger as they would have done to one speaking in a dream. Overwearied and fatigued by the journey, and strongly excited by the importance of the intelligence which he brought them, the officer seemed rather like one under the influence of temporary derangement or intoxication, than the deliberate bearer of great tidings. His  328 THE RESTORATION. character was, however, known as a gentleman of fidelity and firmness, and they heard with wonder that London was blazing with bonfires, that the universal wish of the people of all sorts, boldly and freely, expressed, demanded the restoration of the T&ing to his authority, and that Monk had insisted upon the summoning of a free Parliament, which the junto had no longer the power of opposing. He produced also a copy of Monk's letter to the Parliament, to show that the General had completely broken with that body. Other messengers soon confirmed the joyful tidings, and Sir John Grenville was despatched to London in all haste, with full powers to offer the General every thing which could gratify
nyp.33433075911176	1	pd	8619633		NYP	b132968253	10922357				Sketches instructive and entertaining, in English, German, & French; : containing, historical tales. Heroic actions. Anecdotes. Recreations in natural history. Statistical information, &c. / By Dr. Render ...	Printed at the University Press; for the author, and sold by H.D. Symonds ... London. By Bell & Bradfute, W. Laing, & W. Blackwood, Edinburgh., 1808.	bib	2010-10-09 20:34:45	0	1808	stk	eng	BK	NYP	nypl	nypl	google	google	Render, William.	https://catalog.hathitrust.org/Record/8619633	https://hdl.handle.net/2027/nyp.33433075911176	"zum drittenmal der Ball auf den Tisch, und sogar auf das Papier worauf der König schrieb. Hierauf nahm Friedrich den Ball, und stekte ihn in seine Tasche. son cabinet, l'aîné de ces Princes jouant au volant autour de lui, le volant tomba sur le bureau du Roi, qui le prit, le jeta à l'enfant, et continua à écrire. Le petit Prince continua son jeu, et le volant tomba encore sur le bureau du Roi. Le Monarque le rejeta, et regarda le Prince d'un air sévère. Le petit joueur promit que cela n'arriveroit plus. Enfin, le volant tomba une troisième fois sur la table, et même sur le papier sur lequel le Roi écrivoit. Alors Frédéric prit le volant, et le mit dans sa poche. 1  84 1 The little Prince asked pardon, and begged very humbly for his play-thing. The King refused to give it him. He redoubled his entreaties, bnt met with no attention. At last growing tired of soliciting, he proudly approached the King, and standing with his arms a-kimbo, said with a threatening countenance ; “ I ask your Majesty, whether you will give me back my shuttle-cock or not?” The King began to laugh, took the shuttle-cock out of his pocket and gave it him, saying; Thou art a brave fellow; they will never take Silesia * from thee.” Frederick one day rang the bell, and nobody came. He opened the door of his anti-chamber, and found his Page fast asleep in an arm-chair. He proceeded towards him, and was just on the point of awaking him, when he observed a letter which was hanging out of his pocket. Wishing to know what it contained, he drew it out, and read it. It was a letter from the mother of the Page, in which she thanked him for having transmitted to her a part of his salary, in order to support her in her misery, and assured him that God would bless him for it. * Silesia, a very fertile province in Germany, and the most productive of all the Prussian dominions, which formerly belonged to the Emperor : Frederick the Great took possession of it at the end of the seven years war; and the whole remaius still in the hands of Prussia, Le petit Prince demanda humblement pardon, et pria qu'on lui rendît son volant. Le Roi le refusa. Il redoubla ses prières, mais on ne l'écouta pas. Enfin, las de prier, il s'avança hardiment vers le Roi, mit ses deux poings sur ses côtés, et parlant d'un air menaçant. “ Je demande à votre Majesté, si elle veut me rendre mon volant, oui ou non ?"" Le Roi se mit à rire, tira le volant de sa poche, et le lui rendit, disant: “ Tu es un brave garçon ; ils ne te reprendront pas aisément la Silésie *."" * La Silésie est une province d'Allemagne três-fertile et la plus productive de tous les états du Roi de Prusse; elle appartenoit autrefois"
nyp.33433076024953	1	pd	5974524		NYP	b131033396	218399240,5762884				"The wanderer : a tale of life's vicissitudes / by the author of ""The watchman,"" ""Old doctor,"" ""Lawyer's story,"" etc."	E. D. Long, 1856.	bib	2013-04-04 19:26:15	0	1856	nyu	eng	BK	NYP	nypl	nypl	google	google	Maitland, James A.	https://catalog.hathitrust.org/Record/5974524	https://hdl.handle.net/2027/nyp.33433076024953	"had been directed; hiring at the same time a palankeen and bearers in which he accompanied the cart to the bazaar. He found Mr. De Sylva anxiously looking out for him, and by the merchant's direction the goods were unloaded from the cart, and placed in the store. “Now, my good friend,” said the merchant, “suppose we take some slight refreshment; the day is very sultry, and you must be fatigued. Brandy pawnee lao,” (bring brandy and water) he added, speaking to a servant. “I thank you,” said Gerald, “but I am afraid to drink spirits so early in the day.”  DIS A PPOINTMENT. 195 “A glass of claret then? Bring claret, too.” “I have no objection to that,” said Gerald, “for I feel the heat excessive and am very thirsty.” The merchant helped himself to brandy and water, and the young man to claret; and having rested himself, Gerald expressed a desire to proceed at once to business. “I have brought you a copy of my invoice,” he said. “Yesterday I gave you some idea of the merchandise I have under my charge; perhaps you will look over the invoice and consider what can be done, meanwhile I will see the goods unpack ed,” and leaving the merchant sitting in the verandah of his house, Gerald went into the store to superintend the opening of the cases. He returned in a short time and inquired of the merchant whether he would like to go with him and examine the goods. Mr. De Sylva assented, and they went back to the store together. “Rather a curious assortment of goods you have, Mr. Dalton,” said the merchant, looking alternately at the invoice he held in his hand and at the cases before him, and occasionally lifting out and examining a portion of their contents. “Saleable, I hope?” said Gerald, interrogatively. “I hope so. We will do the best we can with them; but, my dear sir, they are invoiced at a very high figure. Eye snuff! what sort of snuff is that?” he said inquiringly. “That's really more than I can tell you till the cases are opened,” said Gerald, “although now I think of it, I believe I have a sample package in my trunk. I know, however, that it has long had an immense sale in England.” “Hem!” muttered the merchant, running over the contents of the invoice—“Parmesan cheese—very good; I have no doubt that will do. Pickles,” shaking his head. “A mistake, sir; English pickles have a slow sale here. We have so many varieties of our own; besides the market is overstocked. What's this—ohl curtain chintz; that may do. Calicoes.  196 THE WAN DE RER. spades, rakes, hatchets—ah! I perceive, in these crates, eh? Well, very good, they’ll find a ready sale in the Native Bazaar. Crockery—hem | What's this? Two—two—” “Two cremona violins,” explained Gerald, looking over the merchant's shoulder at the invoice. “Hem and ban—ah! banjos. What are they "" “Some kind of"
nyp.33433076042583	1	pd	8661329		NYP	b131215152	6298270			08027045	Life's lesson. A tale.	Harper & Brothers, 1854.	bib	2010-10-08 20:35:04	0	1854	nyu	eng	BK	NYP	nypl	nypl	google	google	Thomas, Martha McCannon, 1823-	https://catalog.hathitrust.org/Record/8661329	https://hdl.handle.net/2027/nyp.33433076042583	of the mishap to his hand, and that he waited to have it bound up. When he took off the handkerchief she saw it was a bad cut, and with a woman's usual nervousness at the sight of a little blood, when perhaps she could bear the sight of much, in an emergency, Ibetter than a man, she quickly disarranged the contents of hex work-box in her eagerness to get at the things needed, and  LIFE'S LESSON. 215 he saw there was no danger of her discovering he had been at it. The tea-bell startled them. Ellen ran up stairs to put away her things, and George passed through the hall in time to offer his arm to Mrs. Royton, and they were soon in a merry chat. Mrs. Royton, from experience, knew the world thoroughly, but was not worldly, for she was a true Christian. She had outlived all her children, but not all her sympathies, and this made her a pleasant companion for the young. The sap was yet green in the old tree. She shared their joys and sorrows, entered into their feelings, always making allowances, although she often sighed over them from the depths of a loving heart.  CHAPTER IV. Our friend, Mr. Casey, had shown symptoms of late which gave Mrs. Walker no little uneasiness. He decidedly had the fever matrimonial upon him, and she was fearful, despite all her endeavors to the contrary, he would one day slip his head into the noose. Now she had a decided objection to this, for she did not wish to abdicate just at present. She, therefore, set her active brain to work to remove the symptoms before Ihey assumed a violent form, knowing as she did that Mr. Ca«ey clung to an idea when it had once possessed him with the tenacity of life. The truth was, that Mr. Casey stood somewhat in awe of his handsome sister. She made his home most comfortable for him, surrounded him with bachelor luxuries, welcomed his friends warmly, was always the hospitable and kind hostess; and they thought Casey the luckiest man in the world to possess such a menage, and have such a sister to preside over it; and when they congratulated him upon his good fortune in this respect, he rubbed his hands and looked very happy. But Mrs. Walker was not merciful to his peculiarities. He seldom talked in her presence without first consulting her eye, and sometimes its light fell so coldly upon him, that it froze the words as they were uttered, and confused him in a painful manner. Ever since Nannie's marriage, when he had accompanied Peyton home, he had had a sentimental manner about matrimony. The bantering of George, and the  LIFE'S LESSON. 217 advice of Mr. Levering to get married as soon as possible, made a deep impression upon him. He had become restless and unquiet of late, hinted at the necessity of every man's marrying, &c. So Mrs.
nyp.33433076060981	1	pd	8661648		NYP	b131251259	3284249			00005107	Brethren of the coast; a tale of the West Indies, by Kirk Munroe. Illustrated by Rufus F. Zogbaum.	C. Scribner's Sons, 1900.	bib	2012-08-16 19:30:19	0	1900	nyu	eng	BK	NYP	nypl	nypl	google	google	Munroe, Kirk, 1850-1930.	https://catalog.hathitrust.org/Record/8661648	https://hdl.handle.net/2027/nyp.33433076060981	"fool as that, but in this case the evil would be halved instead of doubled. As I look at it, the influence of a nice, quiet little girl would do more than all your preaching, powerful as it is, to convert this young foreigner from his heathen ways. Besides, he's going to make a lot of extra work at which she can help me. Any one that's had 'em both will tell you that while boys is nothing but torments in a house, a handy girl will more'n earn her board every day in the year."" ""But as I understand it, your niece is only a child, little more than an infant in fact,"" objected the minister, still feebly striving to maintain his position. ""She's most rising of eleven,"" retorted Miss Tabby, with spirit, ""and uncommon smart of her age like all of her folks, if I do say it as shouldn't. Yes, sir, she's old enough to prove a help in any family you choose to put her. But if you think you can manage this boy, and get along better without me, whyl'U —"" ""But I don't, my dear Miss Tabitha,"" broke in  156 BEETHHKN OF THE COAST the minister, aghast at the prospect. ""I assure you, I have not the slightest idea that I could manage better, or indeed at all, without your efficient aid. So if you insist —"" ""It is a pleasure,"" interrupted the triumphant Miss Tabby, ""to deal with a man of sense, seeing as so few of 'em has any, and I'll continue to do the best I can, sir, not only for you, but with this cross you are called upon to bear."" Here the speaker cast a significant glance at Theo, who had been all this time industriously eating his breakfast. So it was settled that Lydia Dove was to enter the minister's household, and, though she could not be expected for a week or more, her aunt began immediately to plan for her coming. In the meantime, after family prayers, at which Theo wondered greatly, and a long interview during which Mr. Spicer gained but a confused idea of the boy's previous life, or how he had reached Portsmouth, the minister decided to introduce him at once to the scene of his future activities. For this purpose the two set forth, the Parson Avith his beaver hat and silver-headed cane, leading by the hand the bareheaded and barefooted young stranger. Of course the latter attracted an immense amount of curious attention, not only by his unique appearance, but because his story, with ever increasing exaggerations, had already spread like wildfire through the quiet town. Thus he was variously known as the son of  SAD RESULT OF GOING TO SCHOOL 157 a pirate chief, as a young savage belonging to a cannibal tribe, as a son of Alvard Spieer, and as the hero of untold adventures. The minister bowed and smiled in reply to the many greetings he received"
nyp.33433076069644	1	pdus	7663881		NYP	b131058629	4796640			07012606	Four for a fortune; a tale. By Albert Lee ... illustrated by F. C. Yohn.	Harper, 1898.	bib	2013-04-04 19:26:17	0	1898	nyu	eng	BK	NYP	nypl	nypl	google	google	Lee, Albert, 1868-	https://catalog.hathitrust.org/Record/7663881	https://hdl.handle.net/2027/nyp.33433076069644	for the present, to ask no questions. We mistrusted our own eagerness. A little breeze had sprung up mean138  A VOYAGE OVER-SEAS while from over Newfoundland way, and the heavy rolls of mist rose slowly and went scurrying off to leeward, leaving the fair little French town of St. Pierre all uncurtained before us. We exclaimed at the rude beauty of this sudden vision, and I felt, for one, that if even now our quest proved vain, the voyage to such a delightful spot was well worth the time and trouble we had expended upon it. Picture to yourself a village of about three thousand souls nestled near the top of some noble Alpine mountain, far up above the timber line, where there are no trees, no bushes, no verdure of any kind—only bleak, bare, dun-colored rocks that tower a thousand feet or more above the slated roofs and the church steeples. Then let your imagination raise the sea up to the very edge of this Alpine village; dot the tortuous outer harbor with surfsmitten bowlders; place here and there a little white light-house clinging to one of I39  FOUR FOR A FORTUNE these slippery pedestals, crowd the inner basin with hundreds of luggers, barks, and brown-sailed fishing schooners. Such is St. Pierre It is a mountain town in mid-Atlantic.  CHAPTER XIII A B A D START WE took up our lodgings in a quaint little house in a narrow lane of a street that sloped down towards the quays, and we slept peacefully that night in high mahogany bedsteads, under spreading, old-fashioned canopies. No sound disturbed our slumbers after the bold drummer had gone his rounds, rolling out curfew and beating the St. Pierrese to rest; and we were called again to the business of another day by the martial notes of the town-crier's bugle. St. Pierre rises to the clarion and retires to the scolding rumble of a sheepskin. Our first move upon sallying forth was the purchase of a map of the islands; I4I  FOUR FOR A FORTUNE our second, an excursion across the harbor to the Ile aux Chiens. As many dogs, upon so restricted an acreage, I never saw before ; and their friendliness was surpassed only by the good-natured curiosity of the islanders. Rightly was the rock named Dog Island; but, as Thatcher noted, while we searched in vain for the cross mentioned on Carquemort's chart, “The cross seems rather to be in the breed of dogs than concretely erect upon the face of the Cliff.” And, indeed, the comment was zoologically just. For, at a more or less remote period in the history of this colony some one must have imported a dachshund. That dachshund launched into a career of impetuous and reckless paternity, with the result that the influence of his breed is now plainly demonstrate in the forelegs of every cur in town. It must surely shock any dog-fancier to visit Miquelon's I42  A BAD START
nyp.33433076073604	1	pd	7675645		NYP	b131167820	5717127			98001279	Armageddon; a tale of love, war, and invention. By Stanley Waterloo.	Rand, McNally, [c1898]	bib	2010-10-03 20:34:18	0	1898	ilu	eng	BK	NYP	nypl	nypl	google	google	Waterloo, Stanley, 1846-1913.	https://catalog.hathitrust.org/Record/7675645	https://hdl.handle.net/2027/nyp.33433076073604	"and cared for as they had never been housed and fed and cared for before. Notwithstanding the tremendous physical labor required of them, and forced from them, they thrived under it physically, and acquired under it, despite themselves, what was to them, individually, a fortune. They and the others, the half naked laborers, in mud and rock and sun and shade were not those to whom came the greatest mortality. That came to the men who overlooked them, to the men with transit, and theodolite and pith helmet, to the young, enthusiastic sub-engineers from America and England, all of whom worked careless of 9  130 ARMAGEDDON. hours or weather, many of whom drank too often and too deeply of bad water and strong liquors; and those who died earned fairly, though they lost it, such recompense as came ultimately to those who lived. Ah! but we worked, and we worked all along the line and the onslaught began at the east and midway and upon the Pacific Coast. Before the Musquash had poked her triumphant, but unhandsome nose into the water to assist in transforming it into Brito harbor, there had come from San Francisco all that the great dredge needed in the furtherance of her work, and there had also reached Brito vast supplies and five thousand men. Savage's second in the engineering work, one James Cromwell, fit in force and stubbornness to be ranked with his old namesake Oliver, was there to take command, and there with unlimited resources supplied from San Francisco for use as early as we could make connection across the Isthmus. They made their harbor, Cromwell and his forces, a harbor which was a real one, and they dug and dammed and hurried frantically to meet us when we should have reached the eastern crust, upholding Lake Nicaragua. ""  A HEMISPHERE SPLIT. I31 Their work was as good as ours. Once, just after our temporary transportation system had been established, Cromwell sent to Savage the curt message: “I can use five thousand more men.” He had them within two weeks. He had provided for them, and for their work all things necessary, and he doubled his results. He met us fairly at the down-dip of the western slope. So they fought toward the lake well, those fellows on the Pacific side, and we upon the eastern slope, who were straining every nerve to send to them every day all they could need in their hurrying enterprise, sent to them at the same time jeering and contemptuous comments, telling them that they had not comprehended the first principles of digging canals or riding over mountain crests, or diverting rivers or crossing lakes. In return would come from Cromwell the most insolent and at the same time supplicating messages. He would defy his superiors to their teeth, and in the same breath ask for enormous masses of fresh supplies and working men. Cromwell was a man. He was just the five foot and eight-and-one-half"
nyp.33433076074545	1	pd	8690870	v. 2	NYP	b131468601	37141542			07016059	Zoë, or, The quadroon's triumph : a tale for the times / By Mrs. Elizabeth D. Livermore ; with illustrations by Henri Lovie and Charles Bauerle.	Truman and Spofford, 1855.	bib	2013-04-04 19:26:18	0	1855	ohu	eng	BK	NYP	nypl	nypl	google	google	Livermore, Elizabeth D.	https://catalog.hathitrust.org/Record/8690870	https://hdl.handle.net/2027/nyp.33433076074545	is delightfully soft. Poor little victims to woman's vanity 1 I should like to know if it is true, as I have read, that it is made of the hair of the young camels, taken from them before their birth? If so, I think it is a great waste of creation to destroy so many useful animals as must be necessary for what is of no more intrinsic value.” “I know nothing about that. I only am cognizant of this fact, that Miss Ingemann gave it me when she was in one of her most queenly and magnificent moods, and I hope that it will act as an aegis to shield me from impertinence. Talking about his love-knots, with such a knowing look? Not so fast, sir!” and Hilda towered to her extremest longitude. At dinner the arrangement was made agreeably to her wishes, and she delighted Mr. Sarran, who had felt quite neglected of late, by her playful sociability as he sat by her side. She avoided glancing towards Mr. Stephenson, and  zoi:; OR, THE QUADROON's TRIUMPH. 153 one might have thought he had dropped out of existence, she ignored him so completely, until the dessert was on the table. She and Mr. Sarran were preparing for a fillipeen,” both in high spirits. At a pause in their merriment, she stole a glance towards a distant, diagonal corner of the table, and unfortunately encountered Stephenson's eyes, looking intently upon her from under his bent brow. What possessed him, who had an hour before resolved to be more reserved, respectful, and elegant, to carry his thumb and forefinger to his nose, thus stamping him as Young America still? She understood the symbol, for the day before he had taught her it among other peculiarities common to his countrymen. Her first impulse was to laugh, but she subdued the mirthful expression down to a contracted smile, and blushed, and rose and left the diningsaloon, passing him, on her way out, in rapid talk with Mr. Sarran.  (GHAPTER X | a “By how much unexpected, by so much We must awake endeavor for defense; For courage mounteth with occasion.” SHAKSPEARE. JIT was proposed in the evening by Mr. Lindsey, that they should all get up at an early hour to see the sun rise the next morning. Zoë was not a very early riser, but she was so desirous of being in season for this object, that she arose an hour before it was necessary. She called Hilda, and they were dressed and sitting in readiness to go on deck, when suddenly there was great commotion on board Rapid steps went to and fro; the Captain's (1542 ;    Zoić; OR, The QUADROON's TRIUMPH. 155 voice was heard, giving orders—“Reverse the engine, down with the sails, etc.,” and then a violent resistance to the vessel’s motion threw both Zoë and Hilda at their full length upon their berth, upon which they were seated. Shrieks, screams, oaths, prayers, and
